"Positionsinhaber","Emittent","ISIN","Position","Datum"
"Citadel Advisors Europe Limited","HelloFresh SE","DE000A161408","0,79","2023-04-06"
"Citadel Advisors LLC","HelloFresh SE","DE000A161408","1,23","2023-04-06"
"Marshall Wace LLP","Vonovia SE","DE000A1ML7J1","0,50","2023-04-06"
"POINT72 EUROPE (LONDON) LLP","ProSiebenSat.1 Media SE","DE000PSM7770","0,72","2023-04-06"
"Whitebox Advisors LLC","TUI AG","DE000TUAG505","0,47","2023-04-06"
"Citadel Advisors Europe Limited","Zalando SE","DE000ZAL1111","0,59","2023-04-06"
"Marshall Wace LLP","Aroundtown SA","LU1673108939","0,99","2023-04-06"
"Citadel Advisors LLC","Vail Resorts, Inc.","US91879Q1094","1,68","2023-04-06"
"Weiss Asset Management LP","Voya Financial, Inc.","US9290891004","0,60","2023-04-06"
"Citadel Advisors LLC","Hypoport SE","DE0005493365","0,49","2023-04-05"
"Marshall Wace LLP","Covestro AG","DE0006062144","1,72","2023-04-05"
"Millennium Capital Partners LLP","Salzgitter Aktiengesellschaft","DE0006202005","0,55","2023-04-05"
"Citadel Advisors LLC","MorphoSys AG","DE0006632003","0,88","2023-04-05"
"LMR Partners LLP","MorphoSys AG","DE0006632003","0,60","2023-04-05"
"Marshall Wace LLP","MorphoSys AG","DE0006632003","1,08","2023-04-05"
"Systematica Investments Limited","MorphoSys AG","DE0006632003","0,76","2023-04-05"
"Citadel Advisors LLC","Aurubis AG","DE0006766504","0,58","2023-04-05"
"Marshall Wace LLP","Aurubis AG","DE0006766504","0,70","2023-04-05"
"Qube Research & Technologies Limited","thyssenkrupp AG","DE0007500001","0,53","2023-04-05"
"Citadel Advisors LLC","TAG Immobilien AG","DE0008303504","0,82","2023-04-05"
"Highbridge Capital Management, LLC","Nordex SE","DE000A0D6554","0,64","2023-04-05"
"Marshall Wace LLP","Nordex SE","DE000A0D6554","0,22","2023-04-05"
"Citadel Advisors Europe Limited","Brenntag SE","DE000A1DAHH0","0,68","2023-04-05"
"Millennium Capital Partners LLP","Brenntag SE","DE000A1DAHH0","0,51","2023-04-05"
"Marshall Wace LLP","Nagarro SE","DE000A3H2200","0,69","2023-04-05"
"Qube Research & Technologies Limited","KION GROUP AG","DE000KGX8881","0,50","2023-04-05"
"BlackRock Investment Management (UK) Limited","ProSiebenSat.1 Media SE","DE000PSM7770","2,02","2023-04-05"
"LMR Partners LLP","TUI AG","DE000TUAG505","0,61","2023-04-05"
"Citadel Advisors LLC","Auto Trader Group plc","GB00BVYVFW23","0,48","2023-04-05"
"Citadel Advisors LLC","Allegion plc","IE00BFRT3W74","1,35","2023-04-05"
"Citadel Asia Limited","AGC Inc.","JP3112000009","1,13","2023-04-05"
"Citadel Asia Limited","DISCO Corporation","JP3548600000","1,13","2023-04-05"
"Citadel Asia Limited","Macnica Holdings, Inc.","JP3862960006","1,08","2023-04-05"
"Marshall Wace LLP","Aroundtown SA","LU1673108939","1,02","2023-04-05"
"Citadel Advisors LLC","Teleflex Incorporated","US8793691069","2,27","2023-04-05"
"Citadel Securities GP LLC","Standard Lithium Ltd.","CA8536061010","0,60","2023-04-04"
"Qube Research & Technologies Limited","Hypoport SE","DE0005493365","0,60","2023-04-04"
"Qube Research & Technologies Limited","Covestro AG","DE0006062144","0,48","2023-04-04"
"Marshall Wace LLP","Aurubis AG","DE0006766504","0,69","2023-04-04"
"Wellington Management Company, LLP","Deutsche Pfandbriefbank AG","DE0008019001","1,55","2023-04-04"
"Qube Research & Technologies Limited","TAG Immobilien AG","DE0008303504","0,53","2023-04-04"
"Marshall Wace LLP","AURELIUS Equity Opportunities SE & Co. KGaA","DE000A0JK2A8","0,46","2023-04-04"
"Citadel Advisors Europe Limited","HelloFresh SE","DE000A161408","0,87","2023-04-04"
"Citadel Advisors LLC","HelloFresh SE","DE000A161408","1,37","2023-04-04"
"Millennium Capital Partners LLP","Brenntag SE","DE000A1DAHH0","0,49","2023-04-04"
"SIH Partners, LLLP","Nagarro SE","DE000A3H2200","2,31","2023-04-04"
"Qube Research & Technologies Limited","Siemens Energy AG","DE000ENER6Y0","0,70","2023-04-04"
"BlackRock Investment Management (UK) Limited","KION GROUP AG","DE000KGX8881","0,80","2023-04-04"
"Sandbar Asset Management","Schaeffler AG","DE000SHA0159","0,64","2023-04-04"
"Whitebox Advisors LLC","TUI AG","DE000TUAG505","0,50","2023-04-04"
"GLG Partners LP","NETWORK INTERNATIONAL HOLDINGS PLC","GB00BH3VJ782","0,70","2023-04-04"
"Citadel Advisors LLC","Voya Financial, Inc.","US9290891004","0,56","2023-04-04"
"Marshall Wace LLP","DEUTSCHE BANK AKTIENGESELLSCHAFT","DE0005140008","0,70","2023-04-03"
"Marshall Wace LLP","Fresenius Medical Care AG & Co. KGaA","DE0005785802","0,48","2023-04-03"
"BlackRock Investment Management (UK) Limited","Nemetschek SE","DE0006452907","0,67","2023-04-03"
"Citadel Advisors LLC","MorphoSys AG","DE0006632003","0,90","2023-04-03"
"Qube Research & Technologies Limited","MorphoSys AG","DE0006632003","1,19","2023-04-03"
"Citadel Advisors LLC","TAG Immobilien AG","DE0008303504","0,72","2023-04-03"
"Davidson Kempner European Partners, LLP","TAG Immobilien AG","DE0008303504","0,22","2023-04-03"
"CapeView Capital","Gerresheimer AG","DE000A0LD6E6","0,48","2023-04-03"
"Qube Research & Technologies Limited","Gerresheimer AG","DE000A0LD6E6","0,48","2023-04-03"
"SIH Partners, LLLP","Northern Data AG","DE000A0SMU87","1,87","2023-04-03"
"Arrowstreet Capital, Limited Partnership","HelloFresh SE","DE000A161408","0,92","2023-04-03"
"Citadel Advisors Europe Limited","HelloFresh SE","DE000A161408","0,99","2023-04-03"
"Citadel Advisors LLC","HelloFresh SE","DE000A161408","1,44","2023-04-03"
"Citadel Advisors LLC","Brenntag SE","DE000A1DAHH0","0,61","2023-04-03"
"Millennium Capital Partners LLP","Brenntag SE","DE000A1DAHH0","0,51","2023-04-03"
"Marble Bar Asset Management LLP","SÜSS MicroTec SE","DE000A1K0235","0,90","2023-04-03"
"Capital Fund Management SA","flatexDEGIRO AG","DE000FTG1111","0,49","2023-04-03"
"BlackRock Investment Management (UK) Limited","KION GROUP AG","DE000KGX8881","0,76","2023-04-03"
"Qube Research & Technologies Limited","KION GROUP AG","DE000KGX8881","0,48","2023-04-03"
"Sandbar Asset Management","Schaeffler AG","DE000SHA0159","0,79","2023-04-03"
"Citadel Advisors Europe Limited","Zalando SE","DE000ZAL1111","0,69","2023-04-03"
"GLG Partners LP","VIDENDUM PLC","GB0009296665","0,74","2023-04-03"
"Citadel Advisors Europe Limited","The Weir Group Plc","GB0009465807","0,54","2023-04-03"
"GLG Partners LP","DECHRA PHARMACEUTICALS PLC","GB0009633180","0,60","2023-04-03"
"GLG Partners LP","JUPITER FUND MANAGEMENT PLC","GB00B53P2009","0,73","2023-04-03"
"Tellworth Investments","Jupiter Fund Management","GB00B53P2009","0,91","2023-04-03"
"Citadel Advisors Europe Limited","Phoenix Group Holdings Plc","GB00BGXQNP29","0,50","2023-04-03"
"GLG Partners LP","NETWORK INTERNATIONAL HOLDINGS PLC","GB00BH3VJ782","0,69","2023-04-03"
"Citadel Advisors LLC","Auto Trader Group plc","GB00BVYVFW23","0,50","2023-04-03"
"GLG Partners LP","DOMINO'S PIZZA GROUP PLC","GB00BYN59130","0,51","2023-04-03"
"Citadel Advisors LLC","Allegion plc","IE00BFRT3W74","1,26","2023-04-03"
"Citadel Asia Limited","AGC Inc.","JP3112000009","1,01","2023-04-03"
"Citadel Asia Limited","T&D Holdings Inc.","JP3539220008","1,24","2023-04-03"
"Gladstone Capital Management LLP","Adler Properties GmbH","LU1250154413","1,55","2023-04-03"
"Citadel Advisors LLC","Teleflex Incorporated","US8793691069","2,33","2023-04-03"
"Citadel Advisors LLC","Vail Resorts, Inc.","US91879Q1094","1,76","2023-04-03"
"Weiss Asset Management LP","Voya Financial, Inc.","US9290891004","0,73","2023-04-03"
"Citadel Securities GP LLC","Standard Lithium Ltd.","CA8536061010","0,59","2023-03-31"
"Marshall Wace LLP","DEUTSCHE BANK AKTIENGESELLSCHAFT","DE0005140008","0,69","2023-03-31"
"LMR Partners LLP","MorphoSys AG","DE0006632003","0,71","2023-03-31"
"Citadel Advisors LLC","SFC Energy AG","DE0007568578","0,71","2023-03-31"
"Balyasny Europe Asset Management LLP","Deutsche Pfandbriefbank AG","DE0008019001","0,71","2023-03-31"
"Pictet Asset Management SA","Deutsche Pfandbriefbank AG","DE0008019001","0,53","2023-03-31"
"Citadel Advisors LLC","TAG Immobilien AG","DE0008303504","0,64","2023-03-31"
"SIH Partners, LLLP","Northern Data AG","DE000A0SMU87","1,76","2023-03-31"
"Citadel Advisors Europe Limited","HelloFresh SE","DE000A161408","1,11","2023-03-31"
"Citadel Advisors LLC","Brenntag SE","DE000A1DAHH0","0,58","2023-03-31"
"Marshall Wace LLP","Vonovia SE","DE000A1ML7J1","0,49","2023-03-31"
"Citadel Advisors LLC","DIC Asset AG","DE000A1X3XX4","0,60","2023-03-31"
"AHL Partners LLP","TeamViewer Germany GmbH","DE000A2YN900","0,49","2023-03-31"
"Marshall Wace LLP","LEG Immobilien SE","DE000LEG1110","0,47","2023-03-31"
"Sandbar Asset Management","Schaeffler AG","DE000SHA0159","0,90","2023-03-31"
"BlackRock Investment Management (UK) Limited","TUI AG","DE000TUAG505","0,46","2023-03-31"
"Citadel Asia Limited","DISCO Corporation","JP3548600000","1,02","2023-03-31"
"Whitebox Advisors LLC","ADLER GROUP","LU1250154413","0,49","2023-03-31"
"Millennium Capital Management (DIFC) Limited","AROUNDTOWN SA","LU1673108939","0,00","2023-03-31"
"Millennium International Management LP","AROUNDTOWN SA","LU1673108939","0,16","2023-03-31"
"Astaris Capital Management LLP","LEONI AG","DE0005408884","0,00","2023-03-30"
"Citadel Advisors LLC","Hypoport SE","DE0005493365","0,51","2023-03-30"
"Citadel Advisors LLC","TAG Immobilien AG","DE0008303504","0,59","2023-03-30"
"SIH Partners, LLLP","Northern Data AG","DE000A0SMU87","1,88","2023-03-30"
"Boothbay Fund Management, LLC","VARTA AKTIENGESELLSCHAFT","DE000A0TGJ55","0,28","2023-03-30"
"Citadel Advisors LLC","HelloFresh SE","DE000A161408","1,50","2023-03-30"
"Kintbury Capital LLP","HelloFresh SE","DE000A161408","0,42","2023-03-30"
"Perbak Capital Partners LLP","HelloFresh SE","DE000A161408","0,48","2023-03-30"
"BlackRock Investment Management (UK) Limited","AUTO1 Group SE","DE000A2LQ884","1,03","2023-03-30"
"Marshall Wace LLP","flatexDEGIRO AG","DE000FTG1111","0,60","2023-03-30"
"POINT72 EUROPE (LONDON) LLP","K+S Aktiengesellschaft","DE000KSAG888","0,36","2023-03-30"
"BlackRock Investment Management (UK) Limited","TUI AG","DE000TUAG505","0,58","2023-03-30"
"Millennium International Management LP","TUI AG","DE000TUAG505","0,47","2023-03-30"
"Marshall Wace LLP","Wacker Chemie AG","DE000WCH8881","0,90","2023-03-30"
"Millennium International Management LP","AROUNDTOWN SA","LU1673108939","1,41","2023-03-30"
"Bronte Capital Management Pty Ltd","Avadel Pharmaceuticals plc","US05337M1045","0,37","2023-03-30"
"POINT72 EUROPE (LONDON) LLP","Covestro AG","DE0006062144","0,48","2023-03-29"
"LMR Partners LLP","MorphoSys AG","DE0006632003","0,68","2023-03-29"
"Systematica Investments Limited","MorphoSys AG","DE0006632003","0,88","2023-03-29"
"Citadel Advisors LLC","Aurubis AG","DE0006766504","0,60","2023-03-29"
"Citadel Advisors LLC","SFC Energy AG","DE0007568578","0,60","2023-03-29"
"Balyasny Europe Asset Management LLP","Deutsche Pfandbriefbank AG","DE0008019001","0,64","2023-03-29"
"Marshall Wace LLP","Nordex SE","DE000A0D6554","0,50","2023-03-29"
"Marshall Wace LLP","HelloFresh SE","DE000A161408","2,42","2023-03-29"
"Citadel Advisors LLC","Brenntag SE","DE000A1DAHH0","0,60","2023-03-29"
"Marshall Wace LLP","Brenntag SE","DE000A1DAHH0","0,80","2023-03-29"
"Millennium Capital Partners LLP","Brenntag SE","DE000A1DAHH0","0,49","2023-03-29"
"Citadel Advisors LLC","Telefónica Deutschland Holding AG","DE000A1J5RX9","0,81","2023-03-29"
"WorldQuant, LLC","HUGO BOSS AG","DE000A1PHFF7","0,86","2023-03-29"
"Qube Research & Technologies Limited","KION GROUP AG","DE000KGX8881","0,50","2023-03-29"
"POINT72 EUROPE (LONDON) LLP","K+S Aktiengesellschaft","DE000KSAG888","0,63","2023-03-29"
"POINT72 EUROPE (LONDON) LLP","ProSiebenSat.1 Media SE","DE000PSM7770","0,60","2023-03-29"
"BlackRock Investment Management (UK) Limited","TUI AG","DE000TUAG505","1,06","2023-03-29"
"Marshall Wace LLP","Aroundtown SA","LU1673108939","1,13","2023-03-29"
"Millennium Capital Management (DIFC) Limited","AROUNDTOWN SA","LU1673108939","1,36","2023-03-29"
"Citadel Securities GP LLC","Standard Lithium Ltd.","CA8536061010","0,63","2023-03-28"
"Marshall Wace LLP","DEUTSCHE BANK AKTIENGESELLSCHAFT","DE0005140008","0,70","2023-03-28"
"Citadel Advisors LLC","Hypoport SE","DE0005493365","0,49","2023-03-28"
"Millennium Capital Partners LLP","HeidelbergCement AG","DE0006047004","0,50","2023-03-28"
"HBK Investments L.P.","ENCAVIS AG","DE0006095003","0,54","2023-03-28"
"Kuvari Partners LLP","Gerresheimer AG","DE000A0LD6E6","0,47","2023-03-28"
"Qube Research & Technologies Limited","VARTA AKTIENGESELLSCHAFT","DE000A0TGJ55","0,91","2023-03-28"
"Citadel Advisors LLC","HelloFresh SE","DE000A161408","1,41","2023-03-28"
"Citadel Advisors LLC","DIC Asset AG","DE000A1X3XX4","0,54","2023-03-28"
"D. E. Shaw & Co., L.P.","Delivery Hero SE","DE000A2E4K43","0,50","2023-03-28"
"Marshall Wace LLP","Nagarro SE","DE000A3H2200","0,70","2023-03-28"
"Marshall Wace LLP","flatexDEGIRO AG","DE000FTG1111","0,59","2023-03-28"
"Marshall Wace LLP","LEG Immobilien SE","DE000LEG1110","0,53","2023-03-28"
"VARENNE CAPITAL PARTNERS","LEG Immobilien SE","DE000LEG1110","0,48","2023-03-28"
"POINT72 EUROPE (LONDON) LLP","ProSiebenSat.1 Media SE","DE000PSM7770","0,58","2023-03-28"
"Kuvari Partners LLP","AROUNDTOWN SA","LU1673108939","0,61","2023-03-28"
"Marshall Wace LLP","Aroundtown SA","LU1673108939","1,06","2023-03-28"
"Millennium Capital Management (DIFC) Limited","AROUNDTOWN SA","LU1673108939","0,60","2023-03-28"
"Qube Research & Technologies Limited","Aroundtown SA","LU1673108939","0,44","2023-03-28"
"Samson Rock Capital LLP","Aareal Bank AG","DE0005408116","0,46","2023-03-27"
"BlackRock Investment Management (UK) Limited","Nemetschek SE","DE0006452907","0,79","2023-03-27"
"Balyasny Europe Asset Management LLP","Deutsche Pfandbriefbank AG","DE0008019001","0,51","2023-03-27"
"Helikon Investments Limited","SMA Solar Technology AG","DE000A0DJ6J9","2,61","2023-03-27"
"WorldQuant, LLC","HUGO BOSS AG","DE000A1PHFF7","0,73","2023-03-27"
"Qube Research & Technologies Limited","Siemens Energy AG","DE000ENER6Y0","0,69","2023-03-27"
"Arrowstreet Capital, Limited Partnership","flatexDEGIRO AG","DE000FTG1111","0,49","2023-03-27"
"VARENNE CAPITAL PARTNERS","LEG Immobilien SE","DE000LEG1110","0,60","2023-03-27"
"BlackRock Investment Management (UK) Limited","TUI AG","DE000TUAG505","1,10","2023-03-27"
"Millennium International Management LP","AROUNDTOWN SA","LU1673108939","0,99","2023-03-27"
"Qube Research & Technologies Limited","Aroundtown SA","LU1673108939","0,51","2023-03-27"
"BlackRock Institutional Trust Company, National Association","Dream Office Real Estate Investment Trust","CA26153P1045","0,00","2023-03-24"
"Marshall Wace LLP","DEUTSCHE BANK AKTIENGESELLSCHAFT","DE0005140008","0,61","2023-03-24"
"Astaris Capital Management LLP","LEONI AG","DE0005408884","0,60","2023-03-24"
"BlackRock Investment Management (UK) Limited","Bilfinger SE","DE0005909006","1,04","2023-03-24"
"Capital Fund Management SA","Covestro Deutschland AG","DE0006062144","0,44","2023-03-24"
"Marshall Wace LLP","Covestro AG","DE0006062144","1,62","2023-03-24"
"POINT72 EUROPE (LONDON) LLP","Covestro AG","DE0006062144","0,61","2023-03-24"
"Whitebox Advisors LLC","MorphoSys AG","DE0006632003","0,48","2023-03-24"
"Capstone Investment Advisors, LLC","SGL Carbon SE","DE0007235301","0,79","2023-03-24"
"Marble Bar Asset Management LLP","VARTA AKTIENGESELLSCHAFT","DE000A0TGJ55","1,76","2023-03-24"
"SIH Partners, LLLP","VARTA AKTIENGESELLSCHAFT","DE000A0TGJ55","1,87","2023-03-24"
"POINT72 EUROPE (LONDON) LLP","AIXTRON SE","DE000A0WMPJ6","0,39","2023-03-24"
"Qube Research & Technologies Limited","HelloFresh SE","DE000A161408","0,73","2023-03-24"
"Citadel Advisors LLC","Brenntag SE","DE000A1DAHH0","0,52","2023-03-24"
"Millennium Capital Partners LLP","Brenntag SE","DE000A1DAHH0","0,50","2023-03-24"
"D. E. Shaw & Co., L.P.","Delivery Hero SE","DE000A2E4K43","0,49","2023-03-24"
"BlackRock Investment Management (UK) Limited","AUTO1 Group SE","DE000A2LQ884","0,91","2023-03-24"
"Qube Research & Technologies Limited","Siemens Energy AG","DE000ENER6Y0","0,70","2023-03-24"
"BlackRock Investment Management (UK) Limited","KION GROUP AG","DE000KGX8881","0,87","2023-03-24"
"Millennium International Management LP","TUI AG","DE000TUAG505","0,59","2023-03-24"
"Qube Research & Technologies Limited","Aroundtown SA","LU1673108939","0,48","2023-03-24"
"Qube Research & Technologies Limited","Invesco DWA Technology Momentum ETF","US46137V8110","0,00","2023-03-24"
"Qube Research & Technologies Limited","Invesco S&P 500 High Beta ETF","US46138E3707","0,00","2023-03-24"
"Qube Research & Technologies Limited","Invesco Currency Shares Japanese Yen Trust","US46138W1071","0,00","2023-03-24"
"Qube Research & Technologies Limited","Invesco DB Agriculture Fund","US46140H1068","0,00","2023-03-24"
"BlackRock Investment Management (UK) Limited","Nemetschek SE","DE0006452907","0,88","2023-03-23"
"Helikon Investments Limited","SMA Solar Technology AG","DE000A0DJ6J9","2,54","2023-03-23"
"Marshall Wace LLP","AURELIUS Equity Opportunities SE & Co. KGaA","DE000A0JK2A8","0,59","2023-03-23"
"WorldQuant, LLC","VERBIO Vereinigte BioEnergie AG","DE000A0JL9W6","0,48","2023-03-23"
"Kuvari Partners LLP","Gerresheimer AG","DE000A0LD6E6","0,54","2023-03-23"
"SIH Partners, LLLP","Northern Data AG","DE000A0SMU87","1,92","2023-03-23"
"SIH Partners, LLLP","VARTA AKTIENGESELLSCHAFT","DE000A0TGJ55","1,73","2023-03-23"
"POINT72 EUROPE (LONDON) LLP","AIXTRON SE","DE000A0WMPJ6","0,54","2023-03-23"
"Citadel Advisors Europe Limited","HelloFresh SE","DE000A161408","1,00","2023-03-23"
"Citadel Advisors LLC","HelloFresh SE","DE000A161408","1,33","2023-03-23"
"Qube Research & Technologies Limited","HelloFresh SE","DE000A161408","0,68","2023-03-23"
"Marshall Wace LLP","Vonovia SE","DE000A1ML7J1","0,50","2023-03-23"
"WorldQuant, LLC","HUGO BOSS AG","DE000A1PHFF7","0,61","2023-03-23"
"Qube Research & Technologies Limited","Siemens Energy AG","DE000ENER6Y0","0,67","2023-03-23"
"Kuvari Partners LLP","AROUNDTOWN SA","LU1673108939","0,51","2023-03-23"
"Capital Fund Management SA","Covestro Deutschland AG","DE0006062144","0,50","2023-03-22"
"BlackRock Investment Management (UK) Limited","Nemetschek SE","DE0006452907","0,90","2023-03-22"
"Marshall Wace LLP","Nordex SE","DE000A0D6554","0,49","2023-03-22"
"SIH Partners, LLLP","Northern Data AG","DE000A0SMU87","1,88","2023-03-22"
"SIH Partners, LLLP","VARTA AKTIENGESELLSCHAFT","DE000A0TGJ55","1,82","2023-03-22"
"POINT72 EUROPE (LONDON) LLP","AIXTRON SE","DE000A0WMPJ6","0,76","2023-03-22"
"Citadel Advisors LLC","HelloFresh SE","DE000A161408","1,22","2023-03-22"
"Marshall Wace LLP","HelloFresh SE","DE000A161408","2,32","2023-03-22"
"WorldQuant, LLC","HUGO BOSS AG","DE000A1PHFF7","0,56","2023-03-22"
"Citadel Advisors LLC","Friedrich Vorwerk Group SE","DE000A255F11","0,72","2023-03-22"
"Marshall Wace LLP","Delivery Hero SE","DE000A2E4K43","0,90","2023-03-22"
"BG Master Fund Plc","Siemens Energy AG","DE000ENER6Y0","1,71","2023-03-22"
"Marshall Wace LLP","Aroundtown SA","LU1673108939","0,91","2023-03-22"
"Qube Research & Technologies Limited","Aroundtown SA","LU1673108939","0,59","2023-03-22"
"Millennium Capital Partners LLP","BOLIDEN AB","SE0017768716","0,49","2023-03-22"
"BlackRock Investment Management (UK) Limited","Bilfinger SE","DE0005909006","1,10","2023-03-21"
"Capital Fund Management SA","Covestro Deutschland AG","DE0006062144","0,48","2023-03-21"
